Timestamp,ShotType,Entropy,EntropyVariance,CutDetected,Prob_ShotType_CLOSE_UP,Prob_ShotType_MEDIUM,Prob_ShotType_WIDE,Prob_ShotType_UNKNOWN
2502.5,WIDE,0,0.0218621,0,0,0,1,0
2544.21,WIDE,0,0.0219668,0,0,0,1,0
2585.92,WIDE,0,0.0218761,0,0,0,1,0
2627.62,WIDE,0,0.0215901,0,0,0,1,0
2669.33,WIDE,0,0.0211089,0,0,0,1,0
2711.04,WIDE,0,0.0204323,0,0,0,1,0
2752.75,WIDE,0,0.0195605,0,0,0,1,0
2794.46,WIDE,0,0.0184933,0,0,0,1,0
2836.17,WIDE,0,0.0172309,0,0,0,1,0
2877.88,WIDE,0,0.0157732,0,0,0,1,0
2919.58,WIDE,0,0.0141202,0,0,0,1,0
2961.29,WIDE,0,0.0122718,0,0,0,1,0
3003,WIDE,0,0.0102282,0,0,0,1,0
3044.71,WIDE,0,0.00798934,0,0,0,1,0
3086.42,WIDE,0,0.00555515,0,0,0,1,0
3128.12,WIDE,0,0.00292566,0,0,0,1,0
3169.83,WIDE,0,0.000100885,0,0,0,1,0
3211.54,WIDE,0,3.47879e-06,0,0,0,1,0
3253.25,WIDE,0,1.19958e-07,0,0,0,1,0
3294.96,WIDE,0,4.13649e-09,0,0,0,1,0
3336.67,WIDE,0,1.42638e-10,0,0,0,1,0
3378.37,WIDE,0,4.91854e-12,0,0,0,1,0
3420.08,WIDE,0,1.69605e-13,0,0,0,1,0
3461.79,WIDE,0,5.84845e-15,0,0,0,1,0
3503.5,WIDE,0,2.01671e-16,0,0,0,1,0
3545.21,WIDE,0,0.00273411,0,0.0333333,0,0.966667,0
3586.92,WIDE,0,0.00537393,0,0.0333333,0,0.966667,0
3628.62,WIDE,0,0.00782195,0,0.0333333,0,0.966667,0
3670.33,WIDE,0,0.0100748,0,0.0333333,0,0.966667,0
3712.04,WIDE,0,0.0121324,0,0.0333333,0,0.966667,0
3753.75,WIDE,0.286397,0.0139946,0,0.0333333,0,0.966667,0
